multa_id,patente,fecha,hora,velocidad_registrada,velocidad_maxima,ubicacion,radar_id,estado_multa,exceso_velocidad_real,exceso_velocidad,imagen,patente_imagen,ratio
1894,RFH373,1932-01-01,09:18,75.0,40,AV LIBERTADOR,R03,ERROR,35.0,33.0,,,
1899,PIW4215,1932-01-01,00:00,93.0,80,RUTA 9,R02,IMPAGA,13.0,9.0,,,
1901,B81JKY,1932-01-01,00:00,75.0,60,AV LIBERTADOR,R01,APELADA,15.0,12.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/80e02a518ffe4cb2.jpg,B81JKY,1.0
1904,M431ZW,2021-05-23,00:00,66.0,40,AV SIEMPRE VIVA,,APELADA,26.0,24.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,0.8333
1907,2999961,1932-01-01,00:00,157.0,80,RUTA 9,R03,IMPAGA,77.0,73.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,1.0
1910,HAMSTUR,1932-01-01,19:21,111.0,40,AV LIBERTADOR,R03,APELADA,71.0,69.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/a929dc75c20da7d8_patente.jpg,HAMSTUR,1.0
1912,8B90638,1932-01-01,00:00,112.0,60,AV LIBERTADOR,,IMPAGA,52.0,49.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/6a0ef049e5ec4b16_patente.jpg,8B90638,1.0
1914,HF58HXP,1932-01-01,00:00,78.0,40,AV LIBERTADOR,R01,PAGADA,38.0,36.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/9a795bbf4e94d630_patente.jpg,HF5BHXP,0.8571
1915,MVU4688,1932-01-01,15:10,79.0,60,AV SIEMPRE VIVA,R02,APELADA,19.0,16.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,1.0
1918,831MDB,2022-05-28,19:21,104.0,80,AV LIBERTADOR,,IMPAGA,24.0,20.0,,,
1919,TL03GOG,1932-01-01,19:21,83.0,40,RUTA 9,R02,IMPAGA,43.0,41.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/fdd963edc28bf163_patente.jpg,TL03G0G,0.8571
1920,GN64OTP,1932-01-01,15:10,99.0,80,AV SIEMPRE VIVA,R02,IMPAGA,19.0,15.0,,,
1921,M431ZW,1932-01-01,09:19,105.0,60,AV SIEMPRE VIVA,R03,PAGADA,45.0,42.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,0.8333
1922,INTIGR8,1932-01-01,00:00,74.0,40,AV LIBERTADOR,,APELADA,34.0,32.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/da1352ab6054a2e4_patente.jpg,INTIGR8,1.0
1924,M20CPR,1932-01-01,00:00,116.0,60,AV SIEMPRE VIVA,R01,ERROR,56.0,53.0,,,
1927,M20CPR,1932-01-01,09:20,155.0,80,AV LIBERTADOR,,IMPAGA,75.0,71.0,,,
1934,WU08YWC,2022-06-01,15:10,159.0,80,AV LIBERTADOR,R02,ERROR,79.0,75.0,,,
1935,T0YDR,1932-01-01,00:00,102.0,60,AV SIEMPRE VIVA,,PAGADA,42.0,39.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/4cb48c8bf41b70a4_patente.jpg,TBYDR,0.8
1936,GOOGLE,2021-08-20,09:20,129.0,80,AV LIBERTADOR,R02,IMPAGA,49.0,45.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/593e594137f374ab.jpg,GOOGLE,1.0
1939,BB8986,1932-01-01,19:21,101.0,60,RUTA 9,,ERROR,41.0,38.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/7cbc7ee444622a66_patente.jpg,BB8986,1.0
1943,DK414N,1932-01-01,00:00,100.0,40,AV SIEMPRE VIVA,R03,PAGADA,60.0,58.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/2a3e44107826e876_patente.jpg,DK414N,1.0
1944,WU08YWC,1932-01-01,09:20,77.0,40,AV SIEMPRE VIVA,,ERROR,37.0,35.0,,,
1947,RFH373,2023-05-21,19:22,74.0,60,AV SIEMPRE VIVA,R03,IMPAGA,14.0,11.0,,,
1948,CT5B876,1932-01-01,19:22,155.0,80,RUTA 9,R01,APELADA,75.0,71.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/39c193bcc0c00f9e_patente.jpg,C75B876,0.8571
1951,41RSTZ,1932-01-01,19:22,116.0,40,RUTA 9,R01,ERROR,76.0,74.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/86c92b0402fec141_patente.jpg,41RSTZ,1.0
1953,FVIOUHP,1932-01-01,09:20,115.0,60,AV SIEMPRE VIVA,R03,IMPAGA,55.0,52.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVIDUHP,0.8571
1954,AWS167,1932-01-01,15:11,150.0,80,RUTA 9,R03,ERROR,70.0,66.0,,,
1955,0695DVH,2021-12-05,19:23,139.0,60,AV LIBERTADOR,R01,PAGADA,79.0,76.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/12b7ea40074d3b20.jpg,0695DVH,1.0
1956,VY90540,1932-01-01,00:00,46.0,40,RUTA 9,R02,ERROR,6.0,4.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,1.0
1958,GCP332,2021-06-07,00:00,124.0,80,AV LIBERTADOR,R01,APELADA,44.0,40.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/d648b2ae1abc09f3_patente.jpg,GCP332,1.0
1968,OUTSTDN,1932-01-01,00:00,117.0,80,AV LIBERTADOR,R03,ERROR,37.0,33.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/1ca1155083156d72_patente.jpg,OUTSTDN,1.0
1970,VY90540,1932-01-01,09:21,116.0,60,RUTA 9,R02,PAGADA,56.0,53.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,1.0
1977,409,1932-01-01,00:00,87.0,40,AV LIBERTADOR,R03,ERROR,47.0,45.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/7bcf6b4ec09f1ea7_patente.jpg,409,1.0
1979,HAMSTUR,1932-01-01,00:00,107.0,40,RUTA 9,R02,APELADA,67.0,65.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/a929dc75c20da7d8_patente.jpg,HAMSTUR,1.0
1981,GN64OTP,2021-05-03,00:00,107.0,40,AV LIBERTADOR,R01,PAGADA,67.0,65.0,,,
1984,AWS167,1932-01-01,15:11,78.0,40,AV LIBERTADOR,R03,APELADA,38.0,36.0,,,
1985,M431ZW,1932-01-01,19:25,137.0,80,AV SIEMPRE VIVA,R01,ERROR,57.0,53.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,0.8333
1989,W326AVE,1932-01-01,15:12,109.0,40,AV LIBERTADOR,R03,APELADA,69.0,67.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,1.0
1990,BB8986,1932-01-01,00:00,121.0,80,AV SIEMPRE VIVA,,ERROR,41.0,37.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/7cbc7ee444622a66_patente.jpg,BB8986,1.0
1999,XIIUME,1932-01-01,00:00,131.0,80,AV LIBERTADOR,R02,ERROR,51.0,47.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,1.0
2000,CT5B876,1932-01-01,19:25,86.0,40,RUTA 9,R01,APELADA,46.0,44.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/39c193bcc0c00f9e_patente.jpg,C75B876,0.8571
2002,HF3461,1932-01-01,00:00,100.0,80,RUTA 9,R01,APELADA,20.0,16.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,1.0
2003,0695DVH,1932-01-01,19:26,154.0,80,RUTA 9,R01,APELADA,74.0,70.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/12b7ea40074d3b20.jpg,0695DVH,1.0
2005,810TCH,1932-01-01,09:22,64.0,40,AV SIEMPRE VIVA,R01,APELADA,24.0,22.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/53ad98b12752ad16_patente.jpg,810TCH,1.0
2007,8B90638,1932-01-01,15:12,84.0,60,RUTA 9,R01,ERROR,24.0,21.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/6a0ef049e5ec4b16_patente.jpg,8B90638,1.0
2008,W326AVE,1932-01-01,15:13,93.0,60,AV LIBERTADOR,R02,APELADA,33.0,30.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,1.0
2009,3646HBH,1932-01-01,00:00,120.0,60,AV SIEMPRE VIVA,R02,IMPAGA,60.0,57.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,1.0
2010,831MDB,1932-01-01,00:00,75.0,40,RUTA 9,R03,APELADA,35.0,33.0,,,
2011,990XYK,2020-07-18,09:22,118.0,80,RUTA 9,R03,IMPAGA,38.0,34.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/11f80fda2c38011c.jpg,990XWK,0.8333
2012,NHZ1002,1932-01-01,19:26,128.0,80,RUTA 9,R01,IMPAGA,48.0,44.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/1071b237587a698b_patente.qoi,NHZ1002,1.0
2014,AWS167,1932-01-01,15:13,159.0,80,AV LIBERTADOR,R01,IMPAGA,79.0,75.0,,,
2017,M431ZW,2023-09-19,00:00,122.0,80,RUTA 9,R03,ERROR,42.0,38.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,0.8333
2019,UM96201,1932-01-01,09:22,112.0,40,AV SIEMPRE VIVA,R02,APELADA,72.0,70.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,1.0
2020,9999868,1932-01-01,19:27,89.0,40,AV LIBERTADOR,,ERROR,49.0,47.0,,,
2021,AWS167,1932-01-01,19:27,51.0,40,AV SIEMPRE VIVA,R01,PAGADA,11.0,9.0,,,
2022,810TCH,1932-01-01,00:00,81.0,60,AV LIBERTADOR,R02,IMPAGA,21.0,18.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/53ad98b12752ad16_patente.jpg,810TCH,1.0
2023,INTIGR8,1932-01-01,19:27,105.0,60,AV SIEMPRE VIVA,R02,ERROR,45.0,42.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/da1352ab6054a2e4_patente.jpg,INTIGR8,1.0
2026,HK06YMX,1932-01-01,19:27,116.0,40,RUTA 9,,ERROR,76.0,74.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,0.8571
2029,6611172,1932-01-01,09:23,115.0,80,AV LIBERTADOR,,PAGADA,35.0,31.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,1.0
2032,GE1466,1932-01-01,00:00,106.0,80,AV LIBERTADOR,R03,ERROR,26.0,22.0,,,
2033,CBMUK,1932-01-01,15:13,85.0,60,AV LIBERTADOR,R01,PAGADA,25.0,22.0,,,
2036,3646HBH,2020-10-19,09:23,86.0,40,RUTA 9,R01,ERROR,46.0,44.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,1.0
2040,FD1475,1932-01-01,19:28,97.0,60,AV SIEMPRE VIVA,R01,IMPAGA,37.0,34.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD147,0.8333
2042,XIIUME,1932-01-01,09:23,81.0,60,AV LIBERTADOR,R01,PAGADA,21.0,18.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,1.0
2044,6611172,1932-01-01,09:24,155.0,80,AV SIEMPRE VIVA,R02,IMPAGA,75.0,71.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,1.0
2050,0695DVH,1932-01-01,15:14,116.0,60,AV LIBERTADOR,R01,IMPAGA,56.0,53.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/12b7ea40074d3b20.jpg,0695DVH,1.0
2052,409,1932-01-01,00:00,108.0,60,AV SIEMPRE VIVA,R01,ERROR,48.0,45.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/7bcf6b4ec09f1ea7_patente.jpg,409,1.0
2055,W326AVE,1932-01-01,19:28,159.0,80,AV LIBERTADOR,R01,IMPAGA,79.0,75.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,1.0
2060,VNK296GP,1932-01-01,19:29,149.0,80,RUTA 9,R02,PAGADA,69.0,65.0,,,
2061,41RSTZ,1932-01-01,00:00,44.0,40,RUTA 9,,ERROR,4.0,2.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/86c92b0402fec141_patente.jpg,41RSTZ,1.0
2065,PIW4215,1932-01-01,09:25,85.0,60,AV LIBERTADOR,R01,PAGADA,25.0,22.0,,,
2067,NAN,2021-01-12,00:00,149.0,80,AV LIBERTADOR,R01,PAGADA,69.0,65.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/b01d46f9911d558b.jpg,NAN,1.0
2074,GN64OTP,1932-01-01,19:29,95.0,80,RUTA 9,R02,ERROR,15.0,11.0,,,
2075,CT5B876,1932-01-01,19:29,103.0,80,AV LIBERTADOR,R02,PAGADA,23.0,19.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/39c193bcc0c00f9e_patente.jpg,C75B876,0.8571
2078,NHZ1002,2021-01-06,19:30,111.0,60,AV SIEMPRE VIVA,R01,IMPAGA,51.0,48.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/1071b237587a698b_patente.qoi,NHZ1002,1.0
2081,BM351,1932-01-01,00:00,96.0,60,AV LIBERTADOR,R03,APELADA,36.0,33.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/9995dfc6e0eae5a1_patente.jpg,BM351,1.0
2082,VY90540,1932-01-01,09:25,58.0,40,AV SIEMPRE VIVA,R02,ERROR,18.0,16.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,1.0
2085,831MDB,2022-08-19,00:00,101.0,40,RUTA 9,,IMPAGA,61.0,59.0,,,
2088,B81JKY,1932-01-01,15:15,107.0,80,AV LIBERTADOR,R01,PAGADA,27.0,23.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/80e02a518ffe4cb2.jpg,B81JKY,1.0
2091,41RSTZ,1932-01-01,19:30,85.0,80,AV LIBERTADOR,R03,APELADA,5.0,1.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/86c92b0402fec141_patente.jpg,41RSTZ,1.0
2093,CBMUK,2022-12-31,09:26,87.0,80,AV LIBERTADOR,R01,ERROR,7.0,3.0,,,
2100,GN64OTP,1932-01-01,15:16,51.0,40,RUTA 9,R01,ERROR,11.0,9.0,,,
2102,810TCH,1932-01-01,15:16,60.0,40,AV LIBERTADOR,R01,PAGADA,20.0,18.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/53ad98b12752ad16_patente.jpg,810TCH,1.0
2107,BB8986,1932-01-01,00:00,91.0,80,RUTA 9,R02,APELADA,11.0,7.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/7cbc7ee444622a66_patente.jpg,BB8986,1.0
2108,RFH373,1932-01-01,00:00,100.0,60,RUTA 9,R01,ERROR,40.0,37.0,,,
2109,AWS167,2022-11-16,00:00,73.0,40,AV LIBERTADOR,R03,IMPAGA,33.0,31.0,,,
2110,WEFLYN,1932-01-01,09:27,116.0,60,AV LIBERTADOR,R01,IMPAGA,56.0,53.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/29f7991e696e6e3f_patente.jpg,WEFLYN,1.0
2112,HK06YMX,1932-01-01,00:00,148.0,80,AV SIEMPRE VIVA,R03,APELADA,68.0,64.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,0.8571
2113,BP717,1932-01-01,09:27,92.0,40,RUTA 9,,ERROR,52.0,50.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/e1120bfe48f85c1b_patente.jpg,BP717,1.0
2114,CBMUK,1932-01-01,00:00,111.0,80,AV LIBERTADOR,,PAGADA,31.0,27.0,,,
2115,GLEN1E,1932-01-01,00:00,89.0,60,AV LIBERTADOR,R02,ERROR,29.0,26.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/b9f5b9acf1777acf.jpg,GLENIE,0.8333
2118,FD1475,1932-01-01,00:00,106.0,60,AV LIBERTADOR,R01,IMPAGA,46.0,43.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD147,0.8333
2120,2999961,2022-08-03,09:27,139.0,60,RUTA 9,R02,APELADA,79.0,76.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,1.0
2123,J1S1,1932-01-01,19:30,44.0,40,AV SIEMPRE VIVA,R01,IMPAGA,4.0,2.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,1.0
2128,6NCE831,1932-01-01,09:27,141.0,80,AV SIEMPRE VIVA,R02,IMPAGA,61.0,57.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/0ee91c4938b6e7ee_patente.jpg,6NCE831,1.0
2130,831MDB,1932-01-01,00:00,90.0,60,RUTA 9,R01,ERROR,30.0,27.0,,,
2135,409,2021-12-15,00:00,45.0,40,RUTA 9,R02,APELADA,5.0,3.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/7bcf6b4ec09f1ea7_patente.jpg,409,1.0
2141,HK06YMX,2022-03-15,00:00,149.0,80,AV LIBERTADOR,R01,IMPAGA,69.0,65.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,0.8571
2146,YLO8WUE,1932-01-01,00:00,113.0,40,AV LIBERTADOR,R03,IMPAGA,73.0,71.0,,,
2147,6611172,1932-01-01,00:00,93.0,40,AV LIBERTADOR,R02,ERROR,53.0,51.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,1.0
2149,INTIGR8,1932-01-01,19:31,72.0,60,AV SIEMPRE VIVA,R01,PAGADA,12.0,9.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/da1352ab6054a2e4_patente.jpg,INTIGR8,1.0
2151,HAMSTUR,1932-01-01,00:00,134.0,80,RUTA 9,R02,APELADA,54.0,50.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/a929dc75c20da7d8_patente.jpg,HAMSTUR,1.0
2152,GN64OTP,1932-01-01,00:00,56.0,40,AV SIEMPRE VIVA,R01,ERROR,16.0,14.0,,,
2154,FD1475,1932-01-01,00:00,82.0,60,RUTA 9,R02,PAGADA,22.0,19.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD147,0.8333
2156,AI7OVF,1932-01-01,09:28,113.0,80,AV LIBERTADOR,R02,ERROR,33.0,29.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/747b0f12f54703ee_patente.jpg,AI70VF,0.8333
2157,RFH373,2020-11-24,19:31,115.0,80,AV SIEMPRE VIVA,R03,ERROR,35.0,31.0,,,
2160,PIW4215,1932-01-01,00:00,136.0,60,AV LIBERTADOR,R02,APELADA,76.0,73.0,,,
2161,VY90540,1932-01-01,00:00,95.0,40,AV LIBERTADOR,R01,ERROR,55.0,53.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,1.0
2167,WU341A,2020-12-12,19:32,103.0,40,AV LIBERTADOR,R02,ERROR,63.0,61.0,,,
2170,BB8986,1932-01-01,09:29,97.0,80,AV LIBERTADOR,R02,APELADA,17.0,13.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/7cbc7ee444622a66_patente.jpg,BB8986,1.0
2174,INTIGR8,1932-01-01,09:30,104.0,40,RUTA 9,R03,ERROR,64.0,62.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/da1352ab6054a2e4_patente.jpg,INTIGR8,1.0
2175,8B90638,1932-01-01,19:32,114.0,40,AV LIBERTADOR,R03,IMPAGA,74.0,72.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/6a0ef049e5ec4b16_patente.jpg,8B90638,1.0
2180,BHRP770,1932-01-01,09:30,79.0,40,AV LIBERTADOR,R03,ERROR,39.0,37.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/321ffb38656f7311_patente.jpg,BHRP770,1.0
2181,UM96201,2021-06-07,19:33,116.0,40,AV SIEMPRE VIVA,R01,ERROR,76.0,74.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,1.0
2182,990XYK,1932-01-01,19:33,123.0,80,RUTA 9,R01,IMPAGA,43.0,39.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/11f80fda2c38011c.jpg,990XWK,0.8333
2185,GOOGLE,1932-01-01,00:00,144.0,80,AV LIBERTADOR,,ERROR,64.0,60.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/593e594137f374ab.jpg,GOOGLE,1.0
2186,M431ZW,1932-01-01,15:17,115.0,40,AV LIBERTADOR,,ERROR,75.0,73.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,0.8333
2188,XIIUME,1932-01-01,15:18,129.0,80,AV LIBERTADOR,R02,IMPAGA,49.0,45.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,1.0
2192,589222,1932-01-01,00:00,89.0,60,AV SIEMPRE VIVA,R02,PAGADA,29.0,26.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/246a0e4264a39433_patente.jpg,589222,1.0
2195,409,1932-01-01,19:34,99.0,80,RUTA 9,R01,PAGADA,19.0,15.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/7bcf6b4ec09f1ea7_patente.jpg,409,1.0
2196,6NCE831,2021-03-10,00:00,88.0,40,AV SIEMPRE VIVA,R03,ERROR,48.0,46.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/0ee91c4938b6e7ee_patente.jpg,6NCE831,1.0
2197,VTIIAHV,1932-01-01,00:00,116.0,40,RUTA 9,R01,APELADA,76.0,74.0,,,
2198,81ZFJD,2021-12-17,09:30,143.0,80,AV LIBERTADOR,R02,ERROR,63.0,59.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/02a6ef3d9bd68e91_patente.jpg,81ZFID,0.8333
2199,3646HBH,1932-01-01,00:00,145.0,80,AV LIBERTADOR,,PAGADA,65.0,61.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,1.0
2201,0695DVH,1932-01-01,00:00,112.0,80,AV LIBERTADOR,R02,IMPAGA,32.0,28.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/12b7ea40074d3b20.jpg,0695DVH,1.0
2202,MX60NZA,2021-12-18,09:30,96.0,40,RUTA 9,R02,IMPAGA,56.0,54.0,,,
2203,M20CPR,1932-01-01,15:18,133.0,80,RUTA 9,,APELADA,53.0,49.0,,,
2205,6NCE831,1932-01-01,00:00,103.0,80,AV LIBERTADOR,R02,PAGADA,23.0,19.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/0ee91c4938b6e7ee_patente.jpg,6NCE831,1.0
2206,M20CPR,1932-01-01,19:34,68.0,60,AV SIEMPRE VIVA,,ERROR,8.0,5.0,,,
2213,M431ZW,1932-01-01,00:00,108.0,80,AV LIBERTADOR,R01,IMPAGA,28.0,24.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,0.8333
2217,BP717,1932-01-01,09:31,97.0,80,AV LIBERTADOR,R02,APELADA,17.0,13.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/e1120bfe48f85c1b_patente.jpg,BP717,1.0
2225,HF3461,1932-01-01,00:00,81.0,60,RUTA 9,R03,PAGADA,21.0,18.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,1.0
2226,UM96201,1932-01-01,00:00,106.0,40,AV LIBERTADOR,R02,PAGADA,66.0,64.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,1.0
2230,GOOGLE,1932-01-01,09:31,115.0,40,AV SIEMPRE VIVA,,PAGADA,75.0,73.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/593e594137f374ab.jpg,GOOGLE,1.0
